Tue Mar 26 14:56:33 2024    program.prof

         2897415 function calls (2871004 primitive calls) in 375.989 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.005    0.005 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\serial\tools\list_ports_windows.py:1(<module>)
      244    0.001    0.000    0.005    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:511(_compile_info)
        1    0.000    0.000    0.005    0.005 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\excel\_base.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\compat\__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\datetimes.py:1(<module>)
        7    0.000    0.000    0.005    0.001 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:2810(__init__)
       43    0.000    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\experiment_control_window.py:175(<lambda>)
      619    0.001    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\missing.py:101(isna)
      398    0.003    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\numeric.py:1330(normalize_axis_tuple)
       19    0.000    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\main_gui.py:486(update_on_state_change)
        1    0.000    0.000    0.005    0.005 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\mathtext.py:1(<module>)
      249    0.004    0.000    0.005    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:243(_optimize_charset)
        8    0.000    0.000    0.005    0.001 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\main_gui.py:91(create_labeled_entry)
      195    0.001    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\frame.py:641(_constructor_from_mgr)
        1    0.000    0.000    0.005    0.005 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\exceptions.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\shape_base.py:1(<module>)
       33    0.000    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\frame.py:1526(<genexpr>)
        1    0.000    0.000    0.005    0.005 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\font_manager.py:970(json_load)
   120/43    0.000    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\experiment_control_window.py:73(fill_reverse_stimuli)
       10    0.000    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:5706(__init__)
      629    0.005    0.000    0.005    0.000 {method '__exit__' of '_io._IOBase' objects}
       13    0.000    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\rcsetup.py:401(validate_font_properties)
       10    0.000    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_fontconfig_pattern.py:80(parse_fontconfig_pattern)
        1    0.000    0.000    0.005    0.005 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\_typing\_array_like.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\json\__init__.py:274(load)
       79    0.005    0.000    0.005    0.000 {built-in method nt.listdir}
      288    0.001    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\generic.py:335(_from_mgr)
       24    0.003    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\util.py:186(_collapse_string_to_ranges)
     30/9    0.000    0.000    0.005    0.001 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:4577(leave_whitespace)
     3097    0.002    0.000    0.005    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\typing.py:1304(__setattr__)
      800    0.003    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\managers.py:1812(from_blocks)
      213    0.003    0.000    0.005    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexing.py:1213(_is_scalar_access)
        1    0.000    0.000    0.005    0.005 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\config.py:1(<module>)
     4107    0.004    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\_config\__init__.py:33(using_copy_on_write)
     1058    0.004    0.000    0.004    0.000 {built-in method numpy.empty}
   306/12    0.001    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:809(_parseNoCache)
        2    0.000    0.000    0.004    0.002 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\ttk.py:699(__init__)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\_testing\__init__.py:1(<module>)
      599    0.002    0.000    0.004    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\enum.py:365(__setitem__)
      409    0.001    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\rcsetup.py:307(validate_color)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\compat\compressors.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\arrays\sparse\__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\subprocess.py:807(__init__)
    72/12    0.000    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:4034(parseImpl)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\importlib\resources\__init__.py:1(<module>)
       20    0.000    0.000    0.004    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3090(__init__)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\platform.py:1(<module>)
     1612    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:100(acquire)
      776    0.002    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\blocks.py:226(fill_value)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\transforms.py:1(<module>)
      278    0.001    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\overrides.py:83(verify_matching_signatures)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\subprocess.py:1436(_execute_child)
      461    0.001    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:522(copy)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\computation\engines.py:1(<module>)
   149/72    0.000    0.000    0.004    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:422(set)
       81    0.000    0.000    0.004    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\typing.py:492(__getitem__)
      111    0.000    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\rcsetup.py:88(f)
       18    0.001    0.000    0.004    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\typing.py:2891(__new__)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\compat\py3k.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\parser\_parser.py:1(<module>)
   149/72    0.003    0.000    0.004    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
       18    0.000    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\data_management.py:283(check_dataframe_entry_isfloat)
     2838    0.003    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\base.py:909(__len__)
        1    0.004    0.004    0.004    0.004 {built-in method _winapi.CreateProcess}
    21861    0.004    0.000    0.004    0.000 {method 'endswith' of 'str' objects}
        9    0.000    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\main_gui.py:69(create_button)
      201    0.001    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\base.py:592(_dtype_to_subclass)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\arrays\numpy_.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\json\__init__.py:299(loads)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\json\decoder.py:332(decode)
       79    0.000    0.000    0.004    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\typing.py:715(Literal)
        1    0.001    0.001    0.004    0.004 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\json\decoder.py:343(raw_decode)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\util\version\__init__.py:337(Version)
 1614/535    0.003    0.000    0.004    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:178(getwidth)
       30    0.000    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexing.py:1651(_getitem_tuple)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\hmac.py:1(<module>)
        5    0.000    0.000    0.004    0.001 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\dataclasses.py:1219(wrap)
       32    0.000    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\colors.py:1036(from_list)
    16465    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.004    0.001 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\dataclasses.py:884(_process_class)
       93    0.000    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\frame.py:4384(_box_col_values)
     1309    0.002    0.000    0.004    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\window\rolling.py:1(<module>)
       11    0.000    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\util.py:251(_inner)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\main_gui.py:207(display_status_widget)
      462    0.001    0.000    0.004    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\copy.py:66(copy)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\interval.py:1(<module>)
     2674    0.002    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\cbook.py:405(_strip_comment)
      739    0.004    0.000    0.004    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\generic.py:6206(__setattr__)
      751    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\arrays\masked.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\_config\localization.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\arrays\sparse\accessor.py:1(<module>)
